,label(proba_1>=0.100000),proba_0,proba_1
sp|Q8RDH4|DPPD_CALS4 Dipeptide transport ATP-binding protein DppD OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=dppD PE=1 SV=1,1.0,0.75,0.25
sp|Q8RGE3|ATPE_FUSNN ATP synthase epsilon chain OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355) OX=190304 GN=atpC PE=1 SV=1,1.0,0.75,0.25
sp|Q8RN03|C5C4_AMYOR Cytochrome P450 165C4 OS=Amycolatopsis orientalis OX=31958 GN=cyp165C4 PE=1 SV=1,0.0,1.0,0.0
sp|Q8RQE8|RPOC_THET8 DNA-directed RNA polymerase subunit beta' OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=rpoC PE=1 SV=1,1.0,0.9,0.1
sp|Q8RWD0|COL16_ARATH Zinc finger protein CONSTANS-LIKE 16 OS=Arabidopsis thaliana OX=3702 GN=COL16 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|Q8RX22|MIP1_ARATH MND1-interacting protein 1 OS=Arabidopsis thaliana OX=3702 GN=MIP1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|Q8RXE7|AGD14_ARATH Probable ADP-ribosylation factor GTPase-activating protein AGD14 OS=Arabidopsis thaliana OX=3702 GN=AGD14 PE=1 SV=2,1.0,0.75,0.25
"sp|Q8RY46|AB26B_ARATH ABC transporter B family member 26, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ABCB26 PE=1 SV=1",1.0,0.9,0.1
sp|Q8RYE9|GPPL3_ARATH Haloacid dehalogenase-like hydrolase domain-containing protein At2g33255 OS=Arabidopsis thaliana OX=3702 GN=At2g33255 PE=1 SV=1,1.0,0.75,0.25
sp|Q8SQH8|ARF_ENCCU ADP-ribosylation factor OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ARF-2 PE=1 SV=3,1.0,0.75,0.25
sp|Q8SQM5|IF4A_ENCCU ATP-dependent RNA helicase eIF4A OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=TIF1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|Q8SQP0|KPYK_ENCCU Pyruvate kinase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=PYK1 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|Q8SQX2|SEC23_ENCCU Protein transport protein SEC23 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=SEC23 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8SQZ6|SYG_ENCCU Glycine--tRNA ligase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU10_1790 PE=1 SV=1,1.0,0.1,0.9
sp|Q8SQZ7|AMPL_ENCCU Cytosol aminopeptidase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU10_1770i PE=1 SV=1,1.0,0.75,0.25
"sp|Q8SRA2|NTT1_ENCCU ADP,ATP carrier protein 1 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=NTT1 PE=1 SV=1",1.0,0.75,0.25
sp|Q8SRK0|MAS5_ENCCU Mitochondrial protein import protein mas5 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=MAS5 PE=1 SV=1,1.0,0.0,1.0
sp|Q8SRK6|RAD50_ENCCU DNA repair protein RAD50 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=RAD50 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8SS09|SAR1_ENCCU Small COPII coat GTPase SAR1 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=SAR1 PE=1 SV=1,1.0,0.75,0.25
sp|Q8SS29|EF1A_ENCCU Elongation factor 1-alpha OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=TEF1 PE=1 SV=2,1.0,0.125,0.875
sp|Q8SSE8|HSP82_ENCCU Heat shock protein 90 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=HSP90 PE=1 SV=1,1.0,0.75,0.25
sp|Q8SSH0|GLO2_ENCCU Probable hydroxyacylglutathione hydrolase ECU02_0580 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU02_0580 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|Q8SSL7|AGM1_ENCCU Probable phosphoacetylglucosamine mutase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=PCM1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
"sp|Q8SUF9|NTT2_ENCCU ADP,ATP carrier protein 2 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=NTT2 PE=1 SV=1",1.0,0.38461538461538464,0.6153846153846154
"sp|Q8SUG0|NTT3_ENCCU ADP,ATP carrier protein 3 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=NTT3 PE=1 SV=1",1.0,0.125,0.875
"sp|Q8SUG7|NTT4_ENCCU ADP,ATP carrier protein 4 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=NTT4 PE=1 SV=1",1.0,0.75,0.25
sp|Q8SV03|FCP1_ENCCU RNA polymerase II subunit A C-terminal domain phosphatase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=FCP1 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8SVC2|KAD_ENCCU Adenylate kinase OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU06_0650 PE=1 SV=2,1.0,0.75,0.25
sp|Q8SWU7|OLA1_DROME Obg-like ATPase 1 OS=Drosophila melanogaster OX=7227 GN=CG1354 PE=1 SV=1,1.0,0.75,0.25
sp|Q8T115|HCYC_SCUCO Hemocyanin subunit C OS=Scutigera coleoptrata OX=29022 GN=HCC PE=1 SV=1,1.0,0.5,0.5
sp|Q8TCN5|ZN507_HUMAN Zinc finger protein 507 OS=Homo sapiens OX=9606 GN=ZNF507 PE=1 SV=2,1.0,0.6875,0.3125
sp|Q8TD86|CALL6_HUMAN Calmodulin-like protein 6 OS=Homo sapiens OX=9606 GN=CALML6 PE=1 SV=2,1.0,0.75,0.25
sp|Q8THG6|MCRAM_METAC [Methyl-coenzyme M reductase subunit alpha]-arginine C-methyltransferase OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_4551 PE=1 SV=1,1.0,0.75,0.25
sp|Q8TKU6|COMDE_METAC Sulfopyruvate decarboxylase OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=comDE PE=1 SV=1,1.0,0.0,1.0
sp|Q8TPT3|ASSTI_METAC L-aspartate semialdehyde sulfurtransferase iron-sulfur subunit OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_1822 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8TQQ6|GGR_METAC Digeranylgeranylglycerophospholipid reductase OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_1484 PE=1 SV=1,1.0,0.75,0.25
sp|Q8TSY4|RNFC_METAC Ion-translocating oxidoreductase complex subunit C OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=rnfC PE=1 SV=1,1.0,0.0,1.0
sp|Q8TVD2|SYS2_METKA Type-2 serine--tRNA ligase OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192 GN=serS PE=1 SV=1,1.0,0.9,0.1
sp|Q8TXU4|FEN_METKA Flap endonuclease 1 OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192 GN=fen PE=1 SV=1,1.0,0.9,0.1
sp|Q8TXW1|AMZA_METKA Archaemetzincin OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192 GN=amzA PE=1 SV=1,1.0,0.75,0.25
sp|Q8U0N7|RTCA_PYRFU RNA 3'-terminal phosphate cyclase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=rtc PE=1 SV=1,1.0,0.0,1.0
sp|Q8U182|RNZ_PYRFU Ribonuclease Z OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=rnz PE=1 SV=1,1.0,0.75,0.25
sp|Q8U1P0|HERA_PYRFU DNA double-strand break repair helicase HerA OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=herA PE=1 SV=1,1.0,0.75,0.25
sp|Q8U3J2|MUTS2_PYRFU DNA-binding protein MutS2 OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=mutS2 PE=1 SV=1,1.0,0.75,0.25
sp|Q8U440|SPT4_PYRFU Transcription elongation factor Spt4 OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=spt4 PE=1 SV=1,0.0,1.0,0.0
sp|Q8U475|RL44E_PYRFU 50S ribosomal protein L44e OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=rpl44e PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8VC88|GRAN_MOUSE Grancalcin OS=Mus musculus OX=10090 GN=Gca PE=1 SV=1,1.0,0.75,0.25
sp|Q8VQF4|CINC_CITBR Cindoxin OS=Citrobacter braakii OX=57706 GN=cinC PE=1 SV=1,1.0,0.75,0.25
"sp|Q8VY52|PPD2_ARATH PsbP domain-containing protein 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PPD2 PE=1 SV=1",1.0,0.75,0.25
sp|Q8VYP6|NOL9_ARATH Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Arabidopsis thaliana OX=3702 GN=At5g11010 PE=1 SV=1,1.0,0.75,0.25
sp|Q8VZC7|DRL36_ARATH Probable disease resistance protein At5g45510 OS=Arabidopsis thaliana OX=3702 GN=At5g45510 PE=1 SV=2,1.0,0.6875,0.3125
sp|Q8WSW3|MTCD_TETTH Cadmium metallothionein OS=Tetrahymena thermophila OX=5911 GN=MTT1 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q8WVC6|DCAKD_HUMAN Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1,1.0,0.75,0.25
sp|Q8X167|XKS1_ASPNG D-xylulose kinase A OS=Aspergillus niger OX=5061 GN=xkiA PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|Q8XAC3|AGAA_ECO57 N-acetylgalactosamine-6-phosphate deacetylase OS=Escherichia coli O157:H7 OX=83334 GN=agaA PE=1 SV=2,1.0,0.75,0.25
sp|Q8XLE8|CAPPA_CLOPE Phosphoenolpyruvate carboxylase OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=ppcA PE=1 SV=1,1.0,0.75,0.25
sp|Q8Y4A6|KHSE_LISMO Homoserine kinase OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=thrB PE=1 SV=1,1.0,0.75,0.25
sp|Q8Y914|RIBC_LISMO FAD synthetase OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=ribC PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|Q8YAJ5|Y130_LISMO Cell wall protein Lmo0130 OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=lmo0130 PE=1 SV=1,1.0,0.5,0.5
sp|Q8YB10|OTNK_BRUME 3-oxo-tetronate kinase OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=otnK PE=1 SV=1,1.0,0.75,0.25
sp|Q8YK97|LILIP_NOSS1 Linolenate 9R-lipoxygenase OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=all8020 PE=1 SV=1,1.0,0.9,0.1
sp|Q8YN91|MNME_NOSS1 tRNA modification GTPase MnmE OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=mnmE PE=1 SV=1,1.0,0.75,0.25
sp|Q8YXQ9|TRPD2_NOSS1 Anthranilate phosphoribosyltransferase 2 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=trpD2 PE=1 SV=1,1.0,0.5,0.5
sp|Q8ZD36|MNMC_YERPE tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC OS=Yersinia pestis OX=632 GN=mnmC PE=1 SV=1,1.0,0.75,0.25
sp|Q8ZM82|IDI_SALTY Isopentenyl-diphosphate Delta-isomerase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=idi PE=1 SV=1,1.0,0.75,0.25
sp|Q8ZPP6|TTRS_SALTY Tetrathionate sensor histidine kinase TtrS OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=ttrS PE=1 SV=1,1.0,0.75,0.25
sp|Q8ZRV2|THIQ_SALTY Thiamine import ATP-binding protein ThiQ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=thiQ PE=1 SV=1,1.0,0.75,0.25
sp|Q8ZWY4|NDK_PYRAE Nucleoside diphosphate kinase OS=Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2) OX=178306 GN=ndk PE=1 SV=1,1.0,0.75,0.25
sp|Q91J26|C2_BCTVC Protein C2 OS=Beet curly top virus (strain California/Logan) OX=268960 GN=C2 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q91YD6|VILL_MOUSE Villin-like protein OS=Mus musculus OX=10090 GN=Vill PE=1 SV=1,1.0,0.6875,0.3125
sp|Q92265|PEX10_PICPA Peroxisome biogenesis factor 10 OS=Komagataella pastoris OX=4922 GN=PEX10 PE=1 SV=1,1.0,0.75,0.25
sp|Q923B1|DBR1_MOUSE Lariat debranching enzyme OS=Mus musculus OX=10090 GN=Dbr1 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|Q92576|PHF3_HUMAN PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3,1.0,0.6875,0.3125
sp|Q92610|ZN592_HUMAN Zinc finger protein 592 OS=Homo sapiens OX=9606 GN=ZNF592 PE=1 SV=2,1.0,0.6875,0.3125
"sp|Q92EU3|DHAL2_LISIN PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=dhaL-2 PE=1 SV=1",1.0,0.75,0.25
sp|Q92LF6|P4H_RHIME L-proline cis-4-hydroxylase OS=Rhizobium meliloti (strain 1021) OX=266834 GN=R03107 PE=1 SV=1,0.0,1.0,0.0
sp|Q92RN7|DGOK_RHIME Probable 2-dehydro-3-deoxygalactonokinase DgoK1 OS=Rhizobium meliloti (strain 1021) OX=266834 GN=dgoK1 PE=1 SV=1,1.0,0.75,0.25
sp|Q93075|TATD2_HUMAN Putative deoxyribonuclease TATDN2 OS=Homo sapiens OX=9606 GN=TATDN2 PE=1 SV=2,1.0,0.75,0.25
sp|Q933N0|KDHC_PAENI 6-hydroxypseudooxynicotine dehydrogenase complex subunit gamma OS=Paenarthrobacter nicotinovorans OX=29320 GN=kdhC PE=1 SV=1,1.0,0.75,0.25
sp|Q936T0|IPUC_PSESP Glutamate--isopropylamine ligase OS=Pseudomonas sp OX=306 GN=ipuC PE=1 SV=1,1.0,0.75,0.25
sp|Q93PS3|XSC_DESTI Sulfoacetaldehyde acetyltransferase OS=Desulfonispora thiosulfatigenes OX=83661 GN=xsc PE=1 SV=1,1.0,0.6875,0.3125
"sp|Q93W77|NIFU1_ARATH NifU-like protein 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NIFU1 PE=1 SV=1",1.0,0.75,0.25
sp|Q93XX4|C2D61_ARATH C2 domain-containing protein At1g53590 OS=Arabidopsis thaliana OX=3702 GN=NTMC2T6.1 PE=1 SV=2,1.0,0.6875,0.3125
sp|Q93Y06|Y5720_ARATH Probable inactive receptor kinase At5g67200 OS=Arabidopsis thaliana OX=3702 GN=At5g67200 PE=1 SV=1,0.0,1.0,0.0
sp|Q93YS4|AB22G_ARATH ABC transporter G family member 22 OS=Arabidopsis thaliana OX=3702 GN=ABCG22 PE=1 SV=1,1.0,0.125,0.875
sp|Q94250|MBL_CAEEL Muscleblind-like protein OS=Caenorhabditis elegans OX=6239 GN=mbl-1 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|Q942A7|GL14_ORYSJ Germin-like protein 1-4 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0952100 PE=1 SV=1,1.0,0.75,0.25
"sp|Q942X4|SDH4_ORYSJ Succinate dehydrogenase subunit 4, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=SDH4 PE=1 SV=1",0.0,1.0,0.0
sp|Q94392|NSF_CAEEL Vesicle-fusing ATPase OS=Caenorhabditis elegans OX=6239 GN=nsf-1 PE=1 SV=2,1.0,0.75,0.25
sp|Q94AF0|CFIS1_ARATH Pre-mRNA cleavage factor Im 25 kDa subunit 1 OS=Arabidopsis thaliana OX=3702 GN=CFIS1 PE=1 SV=1,1.0,0.6875,0.3125
"sp|Q94AL9|AGT22_ARATH Alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=AGT3 PE=1 SV=2",1.0,0.75,0.25
"sp|Q94BU1|Y1181_ARATH Uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g71810 PE=1 SV=1",1.0,0.9,0.1
sp|Q94C60|SPT42_ARATH Transcription elongation factor SPT4 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At5g63670 PE=1 SV=1,0.0,1.0,0.0
sp|Q94JW8|SPL6_ARATH Squamosa promoter-binding-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=SPL6 PE=1 SV=2,1.0,0.5,0.5
sp|Q94KD0|TA15B_ARATH Transcription initiation factor TFIID subunit 15b OS=Arabidopsis thaliana OX=3702 GN=TAF15B PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|Q96BX8|MOB3A_HUMAN MOB kinase activator 3A OS=Homo sapiens OX=9606 GN=MOB3A PE=1 SV=1,1.0,0.9,0.1
sp|Q96CS4|ZN689_HUMAN Zinc finger protein 689 OS=Homo sapiens OX=9606 GN=ZNF689 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q96EK2|PF21B_HUMAN PHD finger protein 21B OS=Homo sapiens OX=9606 GN=PHF21B PE=1 SV=1,1.0,0.9,0.1
sp|Q96FN5|KIF12_HUMAN Kinesin-like protein KIF12 OS=Homo sapiens OX=9606 GN=KIF12 PE=1 SV=3,0.0,1.0,0.0
sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1,1.0,0.125,0.875
sp|Q96K62|ZBT45_HUMAN Zinc finger and BTB domain-containing protein 45 OS=Homo sapiens OX=9606 GN=ZBTB45 PE=1 SV=1,1.0,0.6875,0.3125
sp|Q96ME7|ZN512_HUMAN Zinc finger protein 512 OS=Homo sapiens OX=9606 GN=ZNF512 PE=1 SV=2,1.0,0.6875,0.3125
sp|Q96MU6|ZN778_HUMAN Zinc finger protein 778 OS=Homo sapiens OX=9606 GN=ZNF778 PE=1 SV=3,1.0,0.6875,0.3125
sp|Q96N20|ZN75A_HUMAN Zinc finger protein 75A OS=Homo sapiens OX=9606 GN=ZNF75A PE=1 SV=1,1.0,0.6875,0.3125
sp|Q96NU7|HUTI_HUMAN Probable imidazolonepropionase OS=Homo sapiens OX=9606 GN=AMDHD1 PE=1 SV=2,1.0,0.0,1.0
sp|Q96UH7|ALF1_PARBA Fructose-bisphosphate aldolase 1 OS=Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) OX=502779 GN=FBA1 PE=1 SV=3,1.0,0.6875,0.3125
sp|Q96YR6|MRE11_SULTO DNA double-strand break repair protein Mre11 OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=mre11 PE=1 SV=1,1.0,0.75,0.25
sp|Q975C8|ACAR_SULTO Acryloyl-coenzyme A reductase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=STK_04800 PE=1 SV=1,1.0,0.125,0.875
sp|Q977V2|SRP54_HALVD Signal recognition particle 54 kDa protein OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=srp54 PE=1 SV=1,1.0,0.75,0.25
sp|Q97CQ0|VATA_THEVO V-type ATP synthase alpha chain OS=Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1) OX=273116 GN=atpA PE=1 SV=1,1.0,0.0,1.0
sp|Q97FU2|PERR_CLOAB Transcriptional regulator PerR OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=perR PE=1 SV=1,1.0,0.75,0.25
sp|Q97H19|PBPAD_CLOAB Putative polysaccharide biosynthesis protein with aminopeptidase-like domain OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=CA_C2195 PE=1 SV=1,1.0,0.75,0.25
sp|Q97NG1|SYE_STRPN Glutamate--tRNA ligase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=gltX PE=1 SV=1,1.0,0.75,0.25
sp|Q97PI4|SYT_STRPN Threonine--tRNA ligase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=thrS PE=1 SV=1,1.0,0.75,0.25
sp|Q97PK6|KCY_STRPN Cytidylate kinase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=cmk PE=1 SV=1,1.0,0.75,0.25
sp|Q97PR0|SYN_STRPN Asparagine--tRNA ligase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=asnS PE=1 SV=1,1.0,0.125,0.875
sp|Q97QZ6|Y1045_STRPN Putative lipid kinase SP_1045 OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=SP_1045 PE=1 SV=1,1.0,0.75,0.25
sp|Q97R91|KTHY_STRPN Thymidylate kinase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=tmk PE=1 SV=1,1.0,0.75,0.25
sp|Q97T38|MNMA_STRPN tRNA-specific 2-thiouridylase MnmA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=mnmA PE=1 SV=1,1.0,0.1,0.9
sp|Q97TX6|TRPB2_SACS2 Tryptophan synthase beta chain 2 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=trpB2 PE=1 SV=1,1.0,0.75,0.25
sp|Q97UL6|PMK_SACS2 Phosphomevalonate kinase OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO2988 PE=1 SV=1,1.0,0.9,0.1
sp|Q97WI2|DTDA_SACS2 D-aminoacyl-tRNA deacylase OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=dtdA PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|Q97WM8|CDC63_SACS2 ORC1-type DNA replication protein 3 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=cdc6-3 PE=1 SV=1,1.0,0.75,0.25
sp|Q97WW0|CS3HD_SACS2 CRISPR-associated endonuclease Cas3-HD OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=cas3 PE=1 SV=1,1.0,0.75,0.25
sp|Q97WX0|CMR2_SACS2 CRISPR system CMR subunit Cmr2 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=cmr2 PE=1 SV=1,1.0,0.0,1.0
sp|Q97Y84|CAS1B_SACS2 CRISPR-associated endonuclease Cas1 2 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=cas1-2 PE=1 SV=1,1.0,0.75,0.25
sp|Q980D1|SYTE_SACS2 Threonine--tRNA ligase editing subunit OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=thrS-ed PE=1 SV=1,1.0,0.75,0.25
sp|Q980D2|MVK_SACS2 Mevalonate kinase OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=mvk PE=1 SV=1,1.0,0.75,0.25
sp|Q980J9|CSL4_SACS2 Exosome complex component Csl4 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=csl4 PE=1 SV=1,1.0,0.75,0.25
sp|Q98VP9|HJC_SIRV1 Holliday junction resolvase OS=Sulfolobus islandicus rod-shaped virus 1 OX=157898 GN=hjc PE=1 SV=1,1.0,0.6875,0.3125
sp|Q99RW4|FDHL_STAAN Putative formate dehydrogenase SA2102 OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA2102 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|Q9A1G2|ISCU_STRP1 Iron-sulfur cluster assembly scaffold protein IscU OS=Streptococcus pyogenes serotype M1 OX=301447 GN=iscU PE=1 SV=1,1.0,0.75,0.25
sp|Q9A1K3|QUEH_STRP1 Epoxyqueuosine reductase QueH OS=Streptococcus pyogenes serotype M1 OX=301447 GN=queH PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|Q9AGY6|HDDC_ANETH D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase OS=Aneurinibacillus thermoaerophilus OX=143495 GN=hddC PE=1 SV=1,1.0,0.0,1.0
sp|Q9AIX7|BOXB_AROEV Benzoyl-CoA oxygenase component B OS=Aromatoleum evansii OX=59406 GN=boxB PE=1 SV=1,1.0,0.75,0.25
sp|Q9AJU2|ELMM1_STROV 8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase OS=Streptomyces olivaceus OX=47716 GN=elmMI PE=1 SV=1,1.0,0.5,0.5
"sp|Q9ALP0|SPNS_SACSN dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase OS=Saccharopolyspora spinosa OX=60894 GN=spnS PE=1 SV=1",1.0,0.75,0.25
